TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,ClusterKMeans
98.48,Debit,Miami,Branch,47,Engineer,12,1,9538.92,3
889.01,Debit,Virginia Beach,Online,36,Engineer,169,1,4826.88,4
537.86,Debit,Kansas City,Online,27,Student,134,1,293.06,2
241.18,Debit,Mesa,ATM,25,Student,162,1,1445.53,2
130.54,Debit,Atlanta,ATM,64,Doctor,94,1,11204.62,3
800.29,Credit,San Diego,Branch,20,Student,84,1,693.4,4
8.81,Debit,Dallas,Online,57,Doctor,165,1,13523.65,3
28.52,Debit,Detroit,ATM,20,Student,163,1,662.51,2
431.31,Credit,Atlanta,Online,23,Student,99,1,342.73,2
885.33,Credit,Raleigh,ATM,47,Engineer,59,1,7764.16,4
199.23,Debit,Tucson,ATM,29,Engineer,54,1,9834.0,3
42.26,Debit,Raleigh,ATM,44,Doctor,171,1,268.77,0
166.06,Debit,Indianapolis,ATM,30,Engineer,172,1,5397.68,0
357.72,Debit,Miami,ATM,53,Retired,25,1,7659.5,3
588.37,Debit,Dallas,Online,28,Student,284,1,1926.08,0
72.82,Debit,Houston,Online,68,Doctor,127,1,6911.62,1
162.36,Debit,Tucson,Online,36,Engineer,147,1,7527.04,3
584.82,Credit,Nashville,Online,43,Doctor,109,1,12071.1,3
38.15,Credit,Oklahoma City,Online,72,Retired,129,1,1425.47,1
477.54,Credit,San Francisco,ATM,23,Student,52,1,1598.63,2
639.57,Debit,Philadelphia,Branch,60,Doctor,43,1,11726.47,3
58.23,Debit,Phoenix,Online,28,Student,34,1,9189.76,3
776.21,Credit,Raleigh,Online,78,Retired,99,1,4895.87,4
248.76,Debit,Portland,Branch,21,Student,117,1,6178.77,2
188.61,Debit,Boston,Online,67,Retired,26,1,7167.57,1
675.37,Credit,Jacksonville,Online,56,Retired,31,1,4704.91,4
94.82,Credit,Columbus,Branch,67,Retired,56,1,1267.72,1
425.18,Credit,Fresno,Online,59,Engineer,135,1,5790.55,1
50.28,Debit,Oklahoma City,Branch,60,Engineer,65,1,5729.1,1
864.72,Credit,Detroit,Branch,34,Engineer,58,1,7379.38,4
70.68,Debit,El Paso,Online,25,Student,105,1,1478.41,2
261.77,Debit,Chicago,Online,28,Student,46,1,824.71,2
183.22,Debit,Milwaukee,ATM,27,Student,63,1,1024.42,2
58.32,Credit,Louisville,Branch,29,Engineer,275,4,6027.49,0
156.86,Debit,Charlotte,ATM,51,Doctor,102,1,14453.35,3
120.67,Debit,Colorado Springs,ATM,42,Doctor,233,1,5374.54,0
308.62,Credit,Sacramento,Branch,59,Engineer,101,1,9148.08,3
506.81,Debit,Milwaukee,ATM,59,Engineer,41,1,2757.23,1
328.39,Debit,New York,ATM,41,Engineer,108,1,2523.83,2
796.3,Debit,Austin,Branch,67,Retired,64,1,1498.79,4
72.47,Debit,Boston,Online,29,Doctor,72,1,1305.56,2
279.6,Debit,Fort Worth,ATM,25,Student,131,1,1910.9,2
304.2,Debit,Indianapolis,Online,25,Student,102,1,423.64,2
351.38,Debit,New York,Branch,64,Retired,21,1,7606.63,1
86.07,Debit,Dallas,Branch,31,Doctor,23,1,842.56,2
604.5,Debit,Portland,ATM,28,Student,80,1,709.42,4
258.7,Debit,Charlotte,ATM,27,Student,123,1,1358.37,2
994.63,Debit,Austin,Online,61,Doctor,158,1,13538.14,4
11.46,Credit,Austin,Branch,75,Retired,64,1,7258.33,1
63.76,Debit,San Antonio,ATM,69,Retired,100,1,4980.26,1
446.83,Credit,Miami,Branch,55,Retired,143,1,1623.5,1
63.54,Debit,Dallas,ATM,26,Engineer,136,1,4401.78,2
81.11,Debit,Charlotte,Online,48,Engineer,110,1,2051.37,1
441.26,Credit,Tucson,Branch,58,Doctor,87,5,13704.92,3
170.96,Debit,Washington,Branch,64,Doctor,69,1,13374.89,3
48.51,Debit,Austin,Branch,22,Student,69,1,3363.23,2
325.03,Debit,Jacksonville,Branch,60,Doctor,106,1,13521.76,3
125.83,Debit,Los Angeles,ATM,57,Retired,138,1,6109.86,1
506.83,Debit,Indianapolis,Branch,37,Engineer,45,1,9975.79,3
738.94,Debit,Philadelphia,Branch,41,Doctor,173,1,13856.18,4
180.36,Credit,Oklahoma City,Online,33,Engineer,55,1,9905.23,3
225.1,Debit,Boston,ATM,28,Student,35,1,1547.71,2
359.51,Debit,Charlotte,Online,79,Retired,157,1,7153.72,1
720.46,Debit,Tucson,Branch,54,Retired,44,1,3101.54,4
1116.57,Debit,Tucson,ATM,56,Retired,104,1,1393.14,4
291.46,Debit,Miami,ATM,57,Retired,135,1,7142.53,1
1192.95,Debit,Las Vegas,Branch,23,Student,73,1,325.15,4
98.24,Debit,Mesa,Online,28,Student,148,1,580.66,2
100.48,Credit,Milwaukee,Branch,18,Student,104,1,6149.81,2
45.9,Debit,Columbus,Branch,56,Engineer,264,1,5698.25,0
258.21,Debit,San Antonio,Online,39,Doctor,225,1,9562.41,0
1079.11,Debit,Las Vegas,Online,53,Engineer,211,1,2038.31,4
287.51,Debit,El Paso,Online,22,Student,255,1,187.65,0
501.3,Credit,San Antonio,Online,26,Engineer,146,1,8520.08,4
26.1,Debit,Mesa,ATM,27,Student,32,1,1435.72,2
436.77,Debit,Jacksonville,ATM,20,Student,176,1,825.69,2
292.38,Debit,Baltimore,ATM,68,Doctor,224,1,5803.89,0
1026.46,Debit,Philadelphia,Branch,53,Retired,165,1,3134.47,4
25.29,Debit,Miami,Online,50,Engineer,125,1,5374.69,1
123.35,Credit,Baltimore,Online,31,Doctor,10,1,6852.16,3
139.52,Debit,Portland,Branch,23,Student,31,1,1570.22,2
51.2,Debit,Tucson,Online,18,Student,83,1,730.6,2
122.85,Credit,Seattle,Online,47,Doctor,127,3,13185.39,3
161.38,Credit,Colorado Springs,Online,24,Student,101,1,3900.34,2
2.51,Debit,Baltimore,Online,63,Retired,32,1,4891.56,1
22.62,Debit,Virginia Beach,ATM,64,Doctor,102,1,7682.0,1
126.83,Debit,Austin,Branch,57,Retired,39,1,6100.98,1
46.6,Debit,Detroit,Online,55,Doctor,68,1,1562.9,1
243.8,Debit,San Francisco,Branch,57,Doctor,48,1,13732.81,3
231.51,Credit,Oklahoma City,Branch,60,Retired,96,1,5790.7,1
175.05,Debit,San Francisco,Online,39,Engineer,34,1,1447.35,2
762.74,Debit,Los Angeles,ATM,64,Doctor,244,1,207.1,4
34.03,Debit,Los Angeles,Branch,57,Engineer,38,1,3077.2,1
15.95,Debit,Raleigh,Branch,25,Student,52,1,1983.0,2
926.53,Debit,Milwaukee,ATM,57,Engineer,107,1,3120.1,4
101.51,Credit,Tucson,Online,46,Engineer,199,1,3052.47,0
309.42,Debit,Fresno,Branch,27,Engineer,42,1,8564.46,3
257.6,Credit,Fort Worth,Online,59,Retired,293,1,7950.74,0
746.78,Credit,Mesa,Branch,21,Student,64,1,1699.81,4
82.01,Credit,Sacramento,Branch,23,Student,156,1,287.46,2
476.99,Debit,San Diego,Online,23,Student,187,1,1154.48,2
320.11,Debit,El Paso,Branch,23,Student,130,1,4076.48,2
333.39,Debit,Philadelphia,ATM,68,Doctor,35,1,10628.59,3
10.3,Debit,Fresno,ATM,47,Engineer,197,1,7801.32,0
737.46,Credit,Albuquerque,Branch,53,Doctor,75,4,634.16,4
416.55,Debit,Oklahoma City,Online,33,Engineer,73,1,922.96,2
84.91,Debit,Raleigh,Online,18,Student,68,1,1671.86,2
98.95,Debit,Mesa,Branch,75,Retired,73,1,5670.82,1
18.14,Credit,Milwaukee,ATM,58,Retired,48,1,6020.85,1
1154.79,Debit,Columbus,ATM,51,Doctor,108,1,6180.3,4
215.13,Debit,Charlotte,Online,46,Engineer,114,1,3956.69,1
218.57,Credit,Memphis,Branch,62,Doctor,102,1,13869.86,3
341.88,Debit,Austin,ATM,43,Engineer,89,1,4159.52,1
691.92,Debit,Boston,Online,19,Student,61,1,1084.65,4
50.43,Debit,San Jose,Branch,32,Doctor,51,1,9794.26,3
440.43,Debit,Colorado Springs,Branch,78,Retired,23,1,5123.24,1
299.03,Debit,Columbus,Branch,39,Engineer,52,1,1381.28,2
1.98,Debit,Seattle,ATM,66,Doctor,170,1,11619.1,3
173.45,Debit,Philadelphia,ATM,31,Engineer,161,1,9077.62,3
438.76,Debit,San Antonio,Branch,22,Student,73,1,1824.19,2
519.62,Credit,Washington,Online,71,Retired,40,1,4159.33,1
738.68,Debit,Chicago,Online,50,Doctor,124,1,14352.33,4
151.14,Debit,Memphis,Online,64,Retired,38,1,2156.54,1
75.77,Debit,Charlotte,Branch,51,Engineer,148,1,8361.7,3
444.52,Debit,Louisville,Online,27,Engineer,17,1,5424.6,2
5.29,Debit,Indianapolis,Online,52,Doctor,276,1,11263.89,0
97.63,Credit,Milwaukee,Online,48,Doctor,127,1,12467.31,3
256.95,Debit,San Diego,Branch,26,Engineer,71,1,2531.24,2
734.86,Credit,Boston,Branch,48,Engineer,290,1,6242.03,0
1250.94,Debit,Columbus,ATM,36,Doctor,107,2,11565.97,4
84.28,Debit,Memphis,Branch,39,Doctor,142,1,13586.06,3
927.45,Debit,Austin,ATM,24,Student,95,1,1161.84,4
202.49,Credit,Virginia Beach,ATM,48,Engineer,69,1,7447.1,3
154.99,Debit,Mesa,Branch,25,Student,53,1,1419.31,2
481.53,Debit,Atlanta,Branch,58,Retired,277,1,6142.54,0
172.92,Debit,Miami,Online,20,Student,212,1,416.37,2
275.59,Credit,Philadelphia,Branch,53,Retired,238,1,6313.22,0
207.2,Debit,Columbus,Online,60,Engineer,133,1,8092.94,1
136.82,Debit,Chicago,Branch,31,Engineer,14,1,6229.13,2
624.0,Debit,Houston,Branch,26,Engineer,132,5,4976.18,4
179.38,Debit,Chicago,Online,30,Engineer,28,1,8741.51,3
10.15,Debit,Austin,ATM,59,Doctor,58,5,7155.04,1
26.3,Debit,Virginia Beach,ATM,32,Doctor,33,1,7473.73,3
319.5,Credit,Virginia Beach,Branch,29,Engineer,69,1,2366.3,2
182.42,Debit,Kansas City,Branch,51,Retired,137,1,3051.29,1
716.62,Debit,Atlanta,ATM,44,Doctor,241,1,6987.4,4
222.96,Credit,Fresno,ATM,65,Doctor,150,1,7370.41,1
79.77,Debit,San Francisco,ATM,68,Retired,167,1,5010.31,1
431.08,Debit,Albuquerque,Branch,59,Retired,25,1,6760.22,1
592.24,Debit,Tucson,ATM,52,Doctor,140,1,9817.05,4
200.19,Credit,San Antonio,Branch,52,Retired,108,1,4389.96,1
297.5,Credit,Kansas City,Branch,73,Retired,80,1,6768.14,1
345.86,Debit,Omaha,ATM,51,Retired,145,1,1504.64,1
343.88,Debit,Nashville,Online,63,Retired,97,1,6486.18,1
16.52,Credit,Boston,Online,25,Student,135,1,835.53,2
162.1,Debit,Milwaukee,Branch,41,Engineer,151,1,8576.65,3
36.12,Debit,Houston,Online,22,Student,234,1,1593.03,0
354.91,Debit,Boston,ATM,74,Retired,191,1,3872.55,1
38.41,Debit,Denver,ATM,40,Doctor,117,1,9129.68,3
53.52,Debit,San Diego,Branch,49,Engineer,55,1,2227.49,1
498.59,Debit,Philadelphia,Online,57,Retired,138,1,2619.46,4
13.3,Debit,San Antonio,ATM,23,Student,63,1,213.0,2
189.65,Debit,Charlotte,ATM,21,Student,60,1,8457.09,3
255.32,Debit,Baltimore,ATM,80,Retired,27,1,6290.62,1
230.51,Credit,Memphis,Branch,51,Engineer,56,1,9522.37,3
237.74,Debit,Tucson,ATM,61,Doctor,152,1,11795.12,3
512.76,Debit,Fresno,ATM,52,Doctor,26,1,5121.36,4
151.37,Debit,Baltimore,ATM,54,Engineer,53,1,8356.08,3
85.01,Credit,Portland,ATM,25,Student,157,1,1299.4,2
444.47,Debit,San Jose,Online,57,Retired,61,1,6062.94,1
184.19,Debit,Indianapolis,ATM,67,Retired,58,1,7588.67,1
879.25,Credit,Memphis,Online,24,Student,137,1,125.85,4
55.98,Credit,Kansas City,Branch,24,Student,87,1,7047.04,3
54.91,Credit,Columbus,ATM,41,Engineer,275,1,7927.27,0
1047.69,Debit,Austin,Online,20,Student,139,1,1889.78,4
393.74,Debit,Charlotte,Online,26,Student,90,1,1769.06,2
58.94,Debit,Miami,Online,30,Engineer,26,1,4575.98,2
515.57,Debit,Columbus,ATM,27,Engineer,56,1,9269.67,3
332.15,Debit,Dallas,ATM,59,Doctor,105,1,9749.46,3
177.94,Debit,Milwaukee,Online,19,Student,173,1,123.24,2
68.68,Debit,Sacramento,Online,49,Engineer,141,1,4718.51,1
1431.54,Debit,Portland,Online,20,Student,84,1,1171.98,4
240.03,Debit,Atlanta,Online,33,Engineer,31,1,7807.73,3
168.34,Debit,Phoenix,ATM,64,Retired,240,1,7483.01,0
474.77,Debit,Boston,Online,46,Engineer,284,1,8494.53,0
451.7,Debit,Chicago,Online,29,Engineer,103,1,8994.67,3
243.85,Debit,Omaha,Branch,39,Engineer,43,1,4576.78,2
5.76,Debit,Houston,Branch,38,Engineer,164,1,5859.79,0
435.08,Debit,San Francisco,Online,55,Engineer,78,1,2103.41,1
127.78,Debit,Miami,ATM,20,Student,170,1,1046.66,2
23.14,Credit,Mesa,Online,47,Doctor,93,1,10536.54,3
545.87,Debit,Miami,Branch,27,Engineer,41,1,4860.01,4
21.21,Debit,Nashville,Online,55,Engineer,37,1,9575.42,3
423.53,Credit,Kansas City,Branch,50,Doctor,81,1,5453.4,1
142.1,Credit,San Francisco,Online,18,Student,109,1,1545.64,2
1413.24,Debit,New York,ATM,58,Engineer,199,1,7272.01,4
114.15,Debit,Atlanta,ATM,19,Student,52,1,1612.4,2
275.98,Credit,Washington,Online,72,Retired,67,1,6151.05,1
590.68,Debit,Washington,Branch,27,Student,23,1,852.2,2
152.42,Debit,San Jose,ATM,42,Doctor,176,1,9141.79,3
395.77,Credit,El Paso,Branch,43,Doctor,118,1,6425.99,3
615.16,Debit,Boston,Online,26,Student,140,1,214.61,4
207.82,Credit,Las Vegas,Online,19,Student,30,1,229.02,2
220.52,Debit,Seattle,ATM,57,Retired,152,1,1793.09,1
281.47,Debit,Philadelphia,ATM,34,Engineer,142,1,4437.48,2
57.91,Credit,Sacramento,Branch,58,Engineer,97,1,3641.06,1
30.48,Credit,Seattle,Branch,32,Doctor,78,1,11481.85,3
1152.58,Debit,Austin,Branch,65,Retired,180,1,7567.17,4
453.09,Debit,San Jose,Branch,48,Doctor,97,1,6708.65,4
424.47,Debit,Oklahoma City,Online,22,Student,116,1,5491.55,2
228.4,Debit,Omaha,ATM,67,Doctor,116,1,9598.43,3
67.17,Debit,Seattle,Online,63,Doctor,48,1,14410.44,3
284.89,Debit,Atlanta,Online,53,Doctor,115,1,9738.6,3
118.69,Debit,Omaha,Online,33,Doctor,296,1,749.34,0
221.33,Debit,Louisville,ATM,27,Student,276,1,1185.43,0
252.31,Credit,Seattle,ATM,26,Student,172,1,1584.6,2
58.85,Credit,Milwaukee,Online,71,Retired,115,1,1789.8,1
194.68,Debit,Memphis,Online,32,Doctor,165,1,14494.18,3
433.53,Debit,Philadelphia,Branch,38,Doctor,231,1,6368.32,0
178.26,Debit,Oklahoma City,ATM,59,Retired,59,1,1137.13,1
207.65,Debit,San Francisco,Online,34,Engineer,98,1,5143.8,2
237.0,Debit,Tucson,Online,49,Doctor,115,1,14021.4,3
1169.59,Debit,New York,Online,28,Student,114,1,5946.45,4
347.63,Credit,Chicago,Online,25,Student,272,1,1400.04,0
517.68,Debit,Omaha,ATM,31,Doctor,24,1,11305.81,3
36.25,Debit,Tucson,Branch,52,Doctor,76,1,193.06,1
46.53,Debit,San Francisco,ATM,42,Engineer,34,1,4468.12,1
207.47,Debit,Miami,ATM,53,Doctor,12,1,1688.9,1
199.7,Debit,Indianapolis,ATM,43,Engineer,285,1,7574.45,0
307.89,Credit,Nashville,Online,62,Retired,90,1,2637.55,1
403.63,Debit,Las Vegas,Branch,31,Engineer,167,3,3304.02,2
20.06,Debit,Memphis,ATM,27,Student,144,1,445.21,2
236.57,Debit,Sacramento,ATM,79,Retired,112,1,3488.77,1
0.32,Debit,Boston,ATM,39,Engineer,136,1,7158.58,3
14.28,Debit,Phoenix,ATM,23,Student,81,1,1597.51,2
232.35,Credit,Atlanta,Branch,33,Engineer,153,1,4186.25,2
317.53,Debit,Miami,Online,44,Engineer,104,1,6237.68,3
74.67,Debit,Indianapolis,ATM,43,Engineer,283,1,3449.35,0
65.01,Credit,Austin,Online,29,Doctor,67,1,10235.19,3
0.45,Debit,Kansas City,Branch,34,Engineer,172,1,8670.23,3
364.13,Debit,Fort Worth,ATM,63,Doctor,61,1,8198.0,1
340.13,Debit,Mesa,Branch,24,Student,32,3,1149.74,2
15.81,Debit,Oklahoma City,Branch,69,Doctor,11,4,8384.85,1
222.66,Debit,Detroit,Online,39,Doctor,88,1,14466.38,3
638.24,Debit,Phoenix,Branch,48,Engineer,64,1,5695.78,4
241.21,Debit,Omaha,ATM,31,Engineer,108,1,1220.86,2
171.16,Debit,New York,Online,51,Retired,42,1,6126.5,1
1360.67,Debit,Raleigh,Branch,29,Engineer,118,1,2861.65,4
37.65,Credit,San Jose,Online,27,Student,109,1,411.78,2
25.77,Debit,Memphis,Online,68,Retired,18,1,4331.54,1
789.8,Debit,Jacksonville,ATM,40,Doctor,94,1,13948.09,4
308.85,Credit,Los Angeles,Branch,20,Student,33,2,333.19,2
1454.52,Debit,Miami,ATM,27,Student,20,1,1189.03,4
806.97,Debit,Seattle,Online,25,Student,11,1,102.2,4
364.81,Debit,Charlotte,Online,25,Student,53,1,1145.23,2
490.82,Debit,Kansas City,ATM,26,Engineer,114,1,8704.27,3
1021.38,Debit,Detroit,Branch,61,Doctor,125,1,6223.26,4
311.28,Debit,Atlanta,Branch,49,Doctor,198,1,135.96,0
85.03,Debit,San Diego,ATM,51,Retired,48,1,4597.57,1
307.75,Debit,Detroit,Branch,64,Doctor,63,1,1061.58,1
333.67,Debit,Fort Worth,Online,36,Engineer,68,1,9238.08,3
589.89,Debit,Jacksonville,Branch,56,Engineer,213,3,9404.63,0
372.08,Debit,Houston,Branch,66,Doctor,63,1,13330.74,3
502.9,Credit,Fresno,Online,26,Student,141,1,341.24,2
103.81,Debit,Oklahoma City,ATM,36,Doctor,34,1,7044.63,3
69.43,Debit,Las Vegas,ATM,30,Engineer,162,1,9281.85,3
110.4,Credit,San Diego,ATM,56,Doctor,62,1,8639.36,3
275.65,Credit,Atlanta,Branch,28,Engineer,14,1,4957.57,2
336.01,Debit,Colorado Springs,Online,63,Doctor,121,4,9938.2,3
251.8,Debit,Mesa,ATM,62,Doctor,102,1,11796.66,3
334.07,Debit,New York,Branch,59,Engineer,200,1,7306.79,0
52.44,Debit,Raleigh,Online,27,Student,87,1,3157.75,2
1030.85,Debit,San Diego,ATM,25,Student,39,1,1941.8,4
141.37,Debit,Denver,Online,46,Engineer,77,1,1019.77,2
211.7,Credit,Chicago,Online,50,Doctor,205,1,12272.78,3
61.4,Debit,San Jose,Branch,41,Engineer,20,2,7892.87,3
308.23,Debit,Las Vegas,ATM,60,Retired,23,1,4150.63,1
111.41,Debit,Chicago,Branch,21,Student,181,1,1204.11,2
675.49,Debit,Charlotte,ATM,61,Retired,159,1,1893.0,4
29.72,Debit,San Antonio,ATM,26,Student,38,1,1059.62,2
301.73,Debit,Tucson,Online,67,Doctor,163,1,990.74,1
294.61,Debit,Omaha,Branch,60,Retired,74,1,7375.59,1
106.43,Credit,Phoenix,ATM,52,Engineer,164,1,9403.12,3
381.52,Debit,Seattle,Online,36,Doctor,79,1,5798.92,3
1142.76,Credit,Houston,Online,25,Student,71,1,1498.93,4
5.66,Debit,Fresno,Branch,40,Engineer,33,1,5434.64,1
209.09,Debit,Virginia Beach,ATM,48,Doctor,203,1,9100.81,0
521.81,Debit,Virginia Beach,ATM,47,Engineer,34,1,4750.96,4
588.36,Debit,Charlotte,Online,33,Engineer,134,1,8434.99,4
146.67,Debit,Albuquerque,Online,20,Student,273,1,1569.75,0
176.52,Credit,San Diego,Online,73,Retired,94,5,7132.08,1
57.34,Debit,Atlanta,Online,27,Student,81,1,1100.64,2
294.77,Debit,Philadelphia,Online,77,Retired,101,1,2272.17,1
881.32,Debit,El Paso,Online,31,Engineer,59,1,2287.93,4
162.59,Debit,Indianapolis,Branch,64,Retired,19,1,7104.83,1
56.15,Debit,Nashville,Branch,31,Doctor,77,1,13265.92,3
524.55,Debit,El Paso,ATM,39,Doctor,175,1,8292.75,4
535.4,Debit,San Diego,Branch,23,Student,110,1,651.84,2
56.84,Debit,Raleigh,ATM,45,Engineer,185,1,7977.78,0
135.94,Debit,Houston,Branch,71,Retired,258,1,4710.21,0
47.1,Credit,Washington,Branch,42,Doctor,178,1,6308.07,0
124.05,Credit,Albuquerque,Branch,61,Doctor,220,1,7009.54,0
802.89,Debit,Chicago,ATM,19,Student,175,1,1973.63,4
193.16,Debit,Charlotte,ATM,64,Retired,109,1,2304.56,1
541.52,Credit,Indianapolis,Branch,48,Engineer,161,1,6087.24,4
20.17,Debit,San Antonio,ATM,77,Retired,86,1,3869.37,1
35.98,Credit,Nashville,Branch,40,Doctor,133,1,11147.34,3
273.24,Debit,Fresno,Branch,51,Retired,173,1,2202.21,0
663.45,Debit,Albuquerque,ATM,67,Retired,147,1,5897.29,4
343.86,Debit,Charlotte,Branch,57,Engineer,70,1,3278.65,1
69.38,Debit,Detroit,Branch,69,Doctor,280,2,12072.11,0
75.43,Debit,Fresno,ATM,77,Retired,266,1,1441.86,0
414.64,Debit,Mesa,Branch,32,Doctor,74,1,7253.22,3
86.79,Debit,Fort Worth,Branch,33,Doctor,166,1,8795.37,3
1105.88,Debit,Omaha,ATM,34,Engineer,36,1,2636.32,4
14.1,Debit,Louisville,Branch,45,Engineer,73,1,6949.21,3
63.33,Credit,Louisville,Branch,23,Student,124,1,792.33,2
606.27,Debit,Louisville,Branch,29,Doctor,42,1,9668.78,4
4.47,Debit,Baltimore,Branch,27,Student,132,1,1381.75,2
289.01,Debit,Miami,Online,66,Retired,96,1,4226.26,1
338.69,Debit,Virginia Beach,Branch,18,Student,169,1,1137.89,2
97.73,Debit,Sacramento,Branch,69,Doctor,156,1,7885.21,1
1021.16,Debit,Albuquerque,ATM,20,Student,104,1,9427.06,4
27.61,Credit,Fort Worth,ATM,54,Retired,26,1,3679.64,1
284.17,Debit,Memphis,ATM,51,Retired,189,1,3479.56,0
76.21,Debit,Los Angeles,Branch,22,Student,69,1,664.93,2
334.79,Credit,Denver,Branch,69,Doctor,292,1,624.09,0
584.51,Debit,Denver,ATM,74,Retired,76,1,3254.56,1
432.18,Debit,Las Vegas,Branch,18,Student,162,1,678.83,2
134.55,Debit,San Jose,Online,59,Doctor,165,1,14852.42,3
61.66,Debit,Sacramento,ATM,26,Student,86,1,5705.4,2
12.35,Debit,Fresno,Branch,25,Student,22,1,1846.85,2
213.25,Debit,San Francisco,Branch,25,Student,63,1,677.79,2
34.93,Debit,Columbus,Branch,31,Engineer,72,1,2810.37,2
959.48,Debit,Miami,Branch,67,Doctor,36,1,10631.43,4
335.68,Debit,Tucson,Online,24,Student,142,1,1188.95,2
423.96,Debit,San Diego,ATM,43,Doctor,75,1,8374.38,3
361.38,Credit,Milwaukee,Online,72,Retired,71,3,4972.92,1
220.82,Debit,Louisville,Branch,42,Engineer,31,1,4298.13,1
717.36,Credit,San Diego,Online,22,Student,138,1,514.88,4
406.12,Debit,Houston,ATM,42,Doctor,106,1,10501.53,3
427.83,Debit,Phoenix,ATM,47,Engineer,29,1,3293.06,1
416.62,Credit,Baltimore,Online,26,Student,67,1,9700.9,3
21.9,Debit,Phoenix,ATM,28,Student,30,1,1052.27,2
717.74,Credit,Sacramento,Online,42,Engineer,168,1,8375.16,4
393.68,Debit,San Diego,ATM,55,Doctor,141,1,10135.88,3
281.91,Debit,Denver,Branch,25,Student,269,1,225.53,0
239.85,Debit,Tucson,ATM,70,Retired,50,1,1477.63,1
237.84,Debit,Nashville,Branch,26,Student,16,1,8932.39,3
459.29,Credit,Kansas City,Online,64,Retired,109,1,1006.12,1
196.49,Debit,Oklahoma City,Branch,41,Engineer,65,1,7516.56,3
21.23,Debit,Virginia Beach,ATM,23,Student,103,4,319.18,2
95.23,Debit,Denver,Online,20,Student,60,3,966.88,2
344.87,Debit,Houston,Branch,58,Retired,25,1,7447.44,1
129.62,Credit,San Jose,ATM,23,Student,124,1,620.28,2
16.53,Debit,Houston,ATM,21,Student,220,1,707.95,0
277.02,Credit,Denver,ATM,46,Doctor,227,1,8586.38,0
13.02,Debit,Charlotte,Branch,51,Doctor,42,1,6076.45,1
199.02,Debit,Memphis,ATM,22,Student,185,1,793.63,2
684.5,Debit,Fort Worth,Branch,29,Doctor,76,1,6258.63,4
1173.74,Credit,Virginia Beach,Online,61,Doctor,61,1,10456.24,4
45.92,Debit,Nashville,ATM,26,Student,23,1,544.56,2
761.73,Debit,Columbus,ATM,19,Student,27,1,151.28,4
331.38,Debit,Miami,ATM,42,Engineer,122,1,844.55,2
602.8,Debit,Baltimore,Branch,60,Retired,173,1,7417.69,4
64.12,Credit,Indianapolis,Branch,57,Doctor,222,1,1029.09,0
57.38,Debit,Kansas City,Online,28,Student,86,1,899.52,2
94.64,Credit,New York,ATM,28,Student,144,1,586.76,2
155.56,Credit,Austin,Branch,19,Student,64,1,129.79,2
301.39,Credit,Denver,Online,47,Doctor,104,1,10548.58,3
136.31,Debit,Nashville,Online,74,Retired,65,1,4384.95,1
4.39,Debit,Philadelphia,ATM,26,Student,63,1,1429.61,2
429.25,Debit,Seattle,Online,29,Engineer,107,1,5019.68,2
138.54,Credit,Austin,Branch,60,Engineer,93,1,8274.77,1
33.03,Debit,Washington,Branch,21,Student,28,1,935.88,2
76.39,Debit,Sacramento,Online,30,Doctor,80,1,11584.32,3
25.32,Debit,Oklahoma City,ATM,19,Student,25,1,1642.34,2
330.91,Debit,Kansas City,ATM,36,Engineer,28,1,6481.35,3
153.55,Debit,Denver,Online,37,Doctor,16,1,5619.91,2
217.61,Debit,Omaha,Online,27,Student,120,1,1661.1,2
131.69,Credit,Denver,Branch,53,Engineer,59,1,2958.43,1
953.17,Debit,Raleigh,Online,60,Retired,84,1,3506.11,4
68.49,Debit,Nashville,Online,67,Retired,49,1,6683.31,1
1493.0,Debit,Colorado Springs,ATM,69,Retired,151,1,1619.16,4
470.62,Debit,Tucson,Branch,57,Doctor,127,1,12470.62,3
385.35,Debit,Miami,Branch,38,Doctor,269,1,5184.13,0
74.72,Debit,Phoenix,Online,26,Student,132,1,165.75,2
352.03,Credit,Phoenix,Online,27,Student,219,1,4846.68,0
275.87,Debit,Seattle,ATM,25,Student,112,1,1697.58,2
90.94,Credit,Colorado Springs,ATM,63,Retired,56,1,3896.08,1
206.25,Debit,Baltimore,ATM,74,Retired,56,1,3651.07,1
116.76,Debit,Philadelphia,ATM,51,Engineer,212,1,4480.43,0
91.5,Debit,Omaha,ATM,47,Doctor,77,1,667.66,2
489.31,Debit,Louisville,Branch,43,Engineer,36,1,5595.22,4
1664.33,Debit,San Antonio,Branch,18,Student,65,1,1588.31,4
414.49,Credit,Phoenix,Online,58,Doctor,108,1,12709.58,3
315.13,Debit,Omaha,Branch,30,Engineer,143,1,6570.94,3
28.38,Debit,Tucson,Branch,45,Doctor,260,1,8892.62,0
456.05,Debit,Detroit,Branch,68,Doctor,20,1,11729.51,3
277.22,Debit,Kansas City,Branch,35,Doctor,41,1,12104.51,3
54.84,Debit,Kansas City,Online,52,Retired,124,1,3495.51,1
29.92,Credit,Denver,Online,68,Doctor,63,1,7855.01,1
133.06,Debit,Las Vegas,Online,35,Engineer,143,1,8843.44,3
332.06,Debit,Seattle,ATM,29,Doctor,221,4,11826.52,0
14.34,Credit,Memphis,Online,67,Retired,24,1,7932.51,1
